Dex,Pokemon,Art,Artist,Artist's ID
529,Drilbur,https://i.imgur.com/aOEwoDU.png,Sept#8911,891522852182982656
530,Excadrill,https://i.imgur.com/B4QNess.png,MozzSylveon700#0772,807345153051590701
531,Audino,https://i.imgur.com/24KDDYs.png,Foxrii_#8364,850079219681722398
532,Timburr,https://i.imgur.com/4LNZaHs.png,Kiyu_067#0591,775549954080899142
533,Gurdurr,https://i.imgur.com/vXvcG5G.png,Dagger_Mace#5953,611659645760831506
534,Conkeldurr,https://i.imgur.com/wvQkT7P.png,MozzSylveon700#0772,807345153051590701
535,Tympole,https://i.imgur.com/linTfnI.png,Kiyu_067#0591,775549954080899142
536,Palpitoad,https://i.imgur.com/lCNZ11R.png,Chaotic Havoc#7512,326895657803710477
537,Seismitoad,https://i.imgur.com/xxESz39.png,Anoea#3441,285861483412193280
538,Throh,https://i.imgur.com/huzdZuV.png,Kiyu_067#0591,775549954080899142
539,Sawk,https://i.imgur.com/aycQhZo.png,Kiyu_067#0591,775549954080899142
540,Sewaddle,https://i.imgur.com/0d55Oll.png,Dagger_Mace#5953,611659645760831506
